mapTarget,mapTargetName
M05.812,Other rheumatoid arthritis with rheumatoid factor of left shoulder
M05.831,Other rheumatoid arthritis with rheumatoid factor of right wrist
M05.832,Other rheumatoid arthritis with rheumatoid factor of left wrist
M08.871,"Other juvenile arthritis, right ankle and foot"
M08.872,"Other juvenile arthritis, left ankle and foot"
H16.9,Unspecified keratitis
M71.021,"Abscess of bursa, right elbow"
M71.022,"Abscess of bursa, left elbow"
H16.001,"Unspecified corneal ulcer, right eye"
H16.002,"Unspecified corneal ulcer, left eye"
Q43.2,Other congenital functional disorders of colon
I87.003,Postthrombotic syndrome without complications of bilateral lower extremity
I87.001,Postthrombotic syndrome without complications of right lower extremity
I87.002,Postthrombotic syndrome without complications of left lower extremity
H05.823,"Myopathy of extraocular muscles, bilateral"
H05.822,"Myopathy of extraocular muscles, left orbit"
H05.821,"Myopathy of extraocular muscles, right orbit"
M67.921,"Unspecified disorder of synovium and tendon, right upper arm"
M67.922,"Unspecified disorder of synovium and tendon, left upper arm"
M66.241,"Spontaneous rupture of extensor tendons, right hand"
M66.841,"Spontaneous rupture of other tendons, right hand"
M66.861,"Spontaneous rupture of other tendons, right lower leg"
M66.851,"Spontaneous rupture of other tendons, right thigh"
M66.862,"Spontaneous rupture of other tendons, left lower leg"
M66.852,"Spontaneous rupture of other tendons, left thigh"
M66.872,"Spontaneous rupture of other tendons, left ankle and foot"
M66.871,"Spontaneous rupture of other tendons, right ankle and foot"
M67.01,"Short Achilles tendon (acquired), right ankle"
M67.02,"Short Achilles tendon (acquired), left ankle"
M67.00,"Short Achilles tendon (acquired), unspecified ankle"
M67.911,"Unspecified disorder of synovium and tendon, right shoulder"
M67.912,"Unspecified disorder of synovium and tendon, left shoulder"
M62.451,"Contracture of muscle, right thigh"
M62.461,"Contracture of muscle, right lower leg"
M62.452,"Contracture of muscle, left thigh"
M62.462,"Contracture of muscle, left lower leg"
M62.441,"Contracture of muscle, right hand"
M62.442,"Contracture of muscle, left hand"
M62.421,"Contracture of muscle, right upper arm"
M62.422,"Contracture of muscle, left upper arm"
M62.431,"Contracture of muscle, right forearm"
M62.432,"Contracture of muscle, left forearm"
M62.411,"Contracture of muscle, right shoulder"
M62.412,"Contracture of muscle, left shoulder"
M62.541,"Muscle wasting and atrophy, not elsewhere classified, right hand"
M62.542,"Muscle wasting and atrophy, not elsewhere classified, left hand"
M62.531,"Muscle wasting and atrophy, not elsewhere classified, right forearm"
M62.532,"Muscle wasting and atrophy, not elsewhere classified, left forearm"
M62.521,"Muscle wasting and atrophy, not elsewhere classified, right upper arm"
M62.522,"Muscle wasting and atrophy, not elsewhere classified, left upper arm"
M62.551,"Muscle wasting and atrophy, not elsewhere classified, right thigh"
M62.552,"Muscle wasting and atrophy, not elsewhere classified, left thigh"
M62.561,"Muscle wasting and atrophy, not elsewhere classified, right lower leg"
M62.562,"Muscle wasting and atrophy, not elsewhere classified, left lower leg"
M62.511,"Muscle wasting and atrophy, not elsewhere classified, right shoulder"
M62.512,"Muscle wasting and atrophy, not elsewhere classified, left shoulder"
I77.71,Dissection of carotid artery
J64,Unspecified pneumoconiosis
I82.621,Acute embolism and thrombosis of deep veins of right upper extremity
I82.403,"Acute embolism and thrombosis of unspecified deep veins of lower extremity, bilateral"
I82.401,Acute embolism and thrombosis of unspecified deep veins of right lower extremity
I82.402,Acute embolism and thrombosis of unspecified deep veins of left lower extremity
I82.622,Acute embolism and thrombosis of deep veins of left upper extremity
H02.713,"Chloasma of right eye, unspecified eyelid and periocular area"
H02.733,"Vitiligo of right eye, unspecified eyelid and periocular area"
H02.731,Vitiligo of right upper eyelid and periocular area
H02.736,"Vitiligo of left eye, unspecified eyelid and periocular area"
H02.734,Vitiligo of left upper eyelid and periocular area
H02.716,"Chloasma of left eye, unspecified eyelid and periocular area"
Q27.1,Congenital renal artery stenosis
I70.401,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg"
I70.502,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, left leg"
I70.501,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, right leg"
I70.601,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, right leg"
I70.301,"Unspecified atherosclerosis of unspecified type of bypass graft(s) of the extremities, right leg"
I70.402,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg"
I70.602,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, left leg"
I70.302,"Unspecified atherosclerosis of unspecified type of bypass graft(s) of the extremities, left leg"
I77.74,Dissection of vertebral artery
I77.72,Dissection of iliac artery
H35.043,"Retinal micro-aneurysms, unspecified, bilateral"
H35.041,"Retinal micro-aneurysms, unspecified, right eye"
H35.042,"Retinal micro-aneurysms, unspecified, left eye"
I82.522,Chronic embolism and thrombosis of left iliac vein
I82.521,Chronic embolism and thrombosis of right iliac vein
I82.811,Embolism and thrombosis of superficial veins of right lower extremity
I82.813,"Embolism and thrombosis of superficial veins of lower extremities, bilateral"
I82.812,Embolism and thrombosis of superficial veins of left lower extremity
I82.3,Embolism and thrombosis of renal vein
I82.220,Acute embolism and thrombosis of inferior vena cava
I82.221,Chronic embolism and thrombosis of inferior vena cava
I21.29,ST elevation (STEMI) myocardial infarction involving other sites
I21.02,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery
I21.21,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery
I21.01,ST elevation (STEMI) myocardial infarction involving left main coronary artery
I21.11,ST elevation (STEMI) myocardial infarction involving right coronary artery
M21.021,"Valgus deformity, not elsewhere classified, right elbow"
M21.022,"Valgus deformity, not elsewhere classified, left elbow"
M20.031,Swan-neck deformity of right finger(s)
M20.032,Swan-neck deformity of left finger(s)
M20.021,Boutonnière deformity of right finger(s)
M20.022,Boutonnière deformity of left finger(s)
M21.051,"Valgus deformity, not elsewhere classified, right hip"
M21.052,"Valgus deformity, not elsewhere classified, left hip"
M91.41,"Coxa magna, right hip"
M21.951,Unspecified acquired deformity of right thigh
M91.42,"Coxa magna, left hip"
M21.952,Unspecified acquired deformity of left thigh
T81.89XS,"Other complications of procedures, not elsewhere classified, sequela"
M21.161,"Varus deformity, not elsewhere classified, right knee"
M21.162,"Varus deformity, not elsewhere classified, left knee"
R80.9,"Proteinuria, unspecified"
M21.861,Other specified acquired deformities of right lower leg
M21.862,Other specified acquired deformities of left lower leg
M95.4,Acquired deformity of chest and rib
M79.A21,Nontraumatic compartment syndrome of right lower extremity
M79.A22,Nontraumatic compartment syndrome of left lower extremity
M25.761,"Osteophyte, right knee"
M25.762,"Osteophyte, left knee"
M25.751,"Osteophyte, right hip"
M25.752,"Osteophyte, left hip"
M25.711,"Osteophyte, right shoulder"
M25.712,"Osteophyte, left shoulder"
M25.771,"Osteophyte, right ankle"
M25.772,"Osteophyte, left ankle"
M25.731,"Osteophyte, right wrist"
M25.732,"Osteophyte, left wrist"
M25.774,"Osteophyte, right foot"
M25.775,"Osteophyte, left foot"
M25.721,"Osteophyte, right elbow"
M25.722,"Osteophyte, left elbow"
M89.351,"Hypertrophy of bone, right femur"
M89.352,"Hypertrophy of bone, left femur"
M93.221,"Osteochondritis dissecans, right elbow"
M93.222,"Osteochondritis dissecans, left elbow"
M93.261,"Osteochondritis dissecans, right knee"
M93.262,"Osteochondritis dissecans, left knee"
M24.7,Protrusio acetabuli
M89.211,"Other disorders of bone development and growth, right shoulder"
M89.212,"Other disorders of bone development and growth, left shoulder"
M23.203,"Derangement of unspecified medial meniscus due to old tear or injury, right knee"
M23.204,"Derangement of unspecified medial meniscus due to old tear or injury, left knee"
M94.351,"Chondrolysis, right hip"
M24.151,"Other articular cartilage disorders, right hip"
M94.352,"Chondrolysis, left hip"
M24.152,"Other articular cartilage disorders, left hip"
M24.111,"Other articular cartilage disorders, right shoulder"
M24.112,"Other articular cartilage disorders, left shoulder"
M24.174,"Other articular cartilage disorders, right foot"
M24.175,"Other articular cartilage disorders, left foot"
M24.171,"Other articular cartilage disorders, right ankle"
M24.172,"Other articular cartilage disorders, left ankle"
M94.232,"Chondromalacia, left wrist"
M94.231,"Chondromalacia, right wrist"
M94.262,"Chondromalacia, left knee"
M23.200,"Derangement of unspecified lateral meniscus due to old tear or injury, right knee"
M23.201,"Derangement of unspecified lateral meniscus due to old tear or injury, left knee"
M24.352,"Pathological dislocation of left hip, not elsewhere classified"
M24.521,"Contracture, right elbow"
M24.522,"Contracture, left elbow"
M24.551,"Contracture, right hip"
M24.552,"Contracture, left hip"
M24.561,"Contracture, right knee"
M24.562,"Contracture, left knee"
M24.571,"Contracture, right ankle"
M24.572,"Contracture, left ankle"
M24.574,"Contracture, right foot"
M24.575,"Contracture, left foot"
M24.511,"Contracture, right shoulder"
M24.512,"Contracture, left shoulder"
M24.531,"Contracture, right wrist"
M24.532,"Contracture, left wrist"
M67.421,"Ganglion, right elbow"
M67.422,"Ganglion, left elbow"
M67.411,"Ganglion, right shoulder"
M67.412,"Ganglion, left shoulder"
M67.461,"Ganglion, right knee"
M67.462,"Ganglion, left knee"
M67.51,"Plica syndrome, right knee"
M67.52,"Plica syndrome, left knee"
M25.471,"Effusion, right ankle"
M25.472,"Effusion, left ankle"
M25.451,"Effusion, right hip"
M25.452,"Effusion, left hip"
M25.411,"Effusion, right shoulder"
M25.412,"Effusion, left shoulder"
M25.441,"Effusion, right hand"
M25.442,"Effusion, left hand"
M12.88,"Other specific arthropathies, not elsewhere classified, other specified site"
M25.831,"Other specified joint disorders, right wrist"
M25.832,"Other specified joint disorders, left wrist"
M12.832,"Other specific arthropathies, not elsewhere classified, left wrist"
M12.831,"Other specific arthropathies, not elsewhere classified, right wrist"
M24.674,"Ankylosis, right foot"
M24.675,"Ankylosis, left foot"
M24.641,"Ankylosis, right hand"
M24.642,"Ankylosis, left hand"
M24.621,"Ankylosis, right elbow"
M24.622,"Ankylosis, left elbow"
M24.671,"Ankylosis, right ankle"
M24.672,"Ankylosis, left ankle"
M24.661,"Ankylosis, right knee"
M24.662,"Ankylosis, left knee"
M12.861,"Other specific arthropathies, not elsewhere classified, right knee"
M12.862,"Other specific arthropathies, not elsewhere classified, left knee"
M26.613,Adhesions and ankylosis of bilateral temporomandibular joint
M26.611,Adhesions and ankylosis of right temporomandibular joint
M26.612,Adhesions and ankylosis of left temporomandibular joint
M12.841,"Other specific arthropathies, not elsewhere classified, right hand"
M12.842,"Other specific arthropathies, not elsewhere classified, left hand"
M12.821,"Other specific arthropathies, not elsewhere classified, right elbow"
M12.822,"Other specific arthropathies, not elsewhere classified, left elbow"
M25.822,"Other specified joint disorders, left elbow"
M14.872,"Arthropathies in other specified diseases classified elsewhere, left ankle and foot"
M12.871,"Other specific arthropathies, not elsewhere classified, right ankle and foot"
M12.872,"Other specific arthropathies, not elsewhere classified, left ankle and foot"
M14.871,"Arthropathies in other specified diseases classified elsewhere, right ankle and foot"
M12.811,"Other specific arthropathies, not elsewhere classified, right shoulder"
M12.812,"Other specific arthropathies, not elsewhere classified, left shoulder"
M25.812,"Other specified joint disorders, left shoulder"
M07.611,"Enteropathic arthropathies, right shoulder"
M08.851,"Other juvenile arthritis, right hip"
M12.851,"Other specific arthropathies, not elsewhere classified, right hip"
M08.852,"Other juvenile arthritis, left hip"
M12.852,"Other specific arthropathies, not elsewhere classified, left hip"
M15.1,Heberden's nodes (with arthropathy)
H49.882,"Other paralytic strabismus, left eye"
H49.883,"Other paralytic strabismus, bilateral"
H49.31,"Total (external) ophthalmoplegia, right eye"
H49.33,"Total (external) ophthalmoplegia, bilateral"
H49.43,"Progressive external ophthalmoplegia, bilateral"
H49.881,"Other paralytic strabismus, right eye"
H50.51,Esophoria
H50.52,Exophoria
H50.111,"Monocular exotropia, right eye"
H50.112,"Monocular exotropia, left eye"
